ID,RA,DEC,ZBEST
639,51.8425833333333,-27.5414444444444,0.2020999938249588
640,51.84268,-29.23476,0.22718177735805511
641,51.84278,-28.46823,0.5804577469825745
642,51.84311,-29.00212,0.1416257917881012
643,51.84319,-29.23433,0.33752989768981934
644,51.8432,-28.44239,0.34997639060020447
645,51.84321,-28.63005,0.48700594902038574
646,51.84354,-29.01144,0.082714
647,51.84355,-29.21391,0.678646981716156
648,51.84361,-29.17886,0.7510858774185181
649,51.84387,-29.15258,0.31662115454673767
650,51.84395833333335,-28.403611111111115,0.1615999937057495
651,51.84404,-28.50867,0.700366735458374
652,51.84413,-29.25104,0.14373211562633514
653,51.84433333333333,-27.511722222222225,0.22660000622272491
654,51.8446666666667,-27.6380277777778,0.1612199991941452
655,51.84486,-28.41722,0.5503132939338684
656,51.84504,-29.92931,0.1083
657,51.84538,-29.18984,0.28291893005371094
658,51.84546,-27.41317,0.165539
659,51.84561,-28.42961,0.23688960075378418
660,51.84564,-28.62827,0.6283054351806641
661,51.8457916666667,-27.8577222222222,0.7963799834251404
662,51.8458333333333,-27.8873055555556,0.07645999640226364
663,51.84638,-26.80758,0.1772
664,51.84651,-29.08098,0.7216060757637024
665,51.84656,-28.46012,0.4486948549747467
666,51.84657,-29.08512,0.49347108602523804
667,51.84665,-28.62635,0.8115169405937195
668,51.84665,-29.2301,0.4960092604160309
669,51.84675,-28.49302,0.23586484789848328
670,51.84679,-28.45123,0.34994998574256897
671,51.84695,-29.0019,0.6198253631591797
672,51.8471666666667,-27.9491666666667,0.4636099934577942
673,51.84727,-29.02752,0.5294947028160095
674,51.84748,-28.63461,0.3170015811920166
675,51.84769,-28.53331,0.42889201641082764
676,51.8478,-29.06316,0.4795437753200531
677,51.848,-27.546999999999997,0.2029999941587448
678,51.848125,-28.0208611111111,1.1375700235366821
679,51.84821,-28.57233,0.23007364571094513
680,51.84868,-28.98569,0.9059135913848877
681,51.84869,-29.10748,0.8470578789710999
682,51.84881,-29.17578,0.8371800184249878
683,51.84882,-28.5768,0.750752866268158
684,51.84919,-28.65359,0.8995335102081299
685,51.849374999999995,-28.916083333333333,0.2904999852180481
686,51.84953,-29.10017,0.8351964950561523
687,51.84968,-29.09295,0.41019144654273987
688,51.84993,-28.9932,0.6001815795898438
689,51.85028,-29.03103,0.38253822922706604
690,51.85059,-28.45601,0.5382378101348877
691,51.85063,-29.24328,0.7515673637390137
692,51.85099,-28.58094,0.6955985426902771
693,51.851,-29.12541,0.19614869356155396
694,51.85103,-28.4335,1.00830078125
695,51.85129,-29.15094,0.10160519182682037
696,51.8516,-29.07642,0.6497148871421814
697,51.851625,-28.201,1.0236799716949463
698,51.85164,-28.61246,0.34934747219085693
699,51.85169,-28.99058,0.4848248362541199
700,51.85183,-29.14302,0.7421457171440125
701,51.85197,-28.98052,1.5152381658554077
702,51.85229,-28.4145,0.108574
703,51.85252,-29.13404,0.2268325537443161
704,51.85276,-29.21241,0.4681470990180969
705,51.85281,-28.66188,0.6598914861679077
706,51.85324,-29.10316,0.23207661509513855
707,51.85339,-29.18312,0.46326661109924316
708,51.85348,-28.46484,0.6032310724258423
709,51.85352,-28.50318,0.519922137260437
710,51.85374,-29.26519,0.45739808678627014
711,51.85382,-29.13927,0.454039990901947
712,51.85391666666666,-27.700777777777777,0.7552000284194946
713,51.85418,-29.00918,0.10838434100151062
714,51.85462,-27.77508,0.12717
715,51.85482,-29.01449,1.054446816444397
716,51.85516,-28.5172,0.5466703772544861
717,51.85527,-28.54335,0.22166197001934052
718,51.85543,-29.20363,0.7109755277633667
719,51.8555,-28.4669,0.6147348284721375
720,51.85559,-28.51094,0.49592992663383484
721,51.85567,-27.26736,0.068832
722,51.85587,-26.71703,0.2037
723,51.85587,-29.2528,1.0181106328964233
724,51.8562,-28.6576,0.11039455980062485
725,51.85756,-28.53032,0.21765898168087006
726,51.85761,-28.61841,0.31752222776412964
727,51.85783,-29.10306,0.8468961119651794
728,51.85789,-28.62511,0.1771310716867447
729,51.85791,-29.20639,0.06683049350976944
730,51.85803,-28.42933,0.6916283965110779
731,51.8583,-29.18621,0.6727933287620544
732,51.85867,-28.96426,0.6696406602859497
733,51.85920833333334,-27.90566666666666,0.3059000074863434
734,51.85963,-28.64645,0.854731023311615
735,51.8596666666667,-28.2156666666667,1.0420399904251099
736,51.85971,-26.61689,0.1461
737,51.85975,-28.52187,0.4855327904224396
738,51.85985,-28.5385,0.5254862308502197
739,51.85996,-29.16468,0.11020789295434952
740,51.86008,-28.9722,0.6747240424156189
741,51.86054,-28.04594,0.154269
742,51.86056,-28.44519,0.5663456320762634
743,51.86131,-28.52181,0.49568256735801697
744,51.86156,-29.00448,1.0382956266403198
745,51.86167,-28.4173,0.4472281336784363
746,51.86174,-29.03849,0.5204384922981262
747,51.8621,-28.47132,0.760111391544342
748,51.86223,-28.54272,0.23681622743606567
749,51.8625,-28.44227,0.9993022084236145
750,51.86294,-29.22847,0.6964597105979919
751,51.86308,-28.41735,0.45032310485839844
752,51.86319,-28.39688,0.3923129439353943
753,51.86335,-28.66963,0.9136712551116943
754,51.86356,-29.14945,0.8471390604972839
755,51.86358,-26.62128,0.1458
756,51.86432,-28.5843,0.17095482349395752
757,51.86436,-28.39296,0.3541193902492523
758,51.8649166666667,-28.18575,3.240449905395508
759,51.86496,-28.42364,0.715920627117157
760,51.86496,-29.16214,0.7640220522880554
761,51.86497,-29.20717,1.1087305545806885
762,51.86514,-29.09782,0.6151374578475952
763,51.86525,-28.64342,0.31354179978370667
764,51.86594,-28.48814,0.3781723976135254
765,51.86597,-29.13414,0.5574954748153687
766,51.86598,-29.03797,0.49716663360595703
767,51.86605,-28.95566,0.7649407982826233
768,51.86676,-28.95826,0.8259050846099854
769,51.86681,-29.02972,0.3831104040145874
770,51.86693,-28.58686,0.25122347474098206
771,51.86699,-28.98524,0.4987519383430481
772,51.86705,-29.21317,0.6231673955917358
773,51.86725,-29.25844,0.147395
774,51.86741,-29.2527,0.2206222265958786
775,51.86787,-28.71062,0.21747946739196777
776,51.86806,-29.14886,0.6183491349220276
777,51.86836,-29.09281,0.8489729166030884
778,51.86856,-28.62432,0.42707565426826477
779,51.8686,-28.65165,0.2939896285533905
780,51.86885,-28.5303,0.3395133316516876
781,51.86904,-27.03825,0.220974
782,51.869125,-28.3283888888889,0.5462200045585632
783,51.86932,-29.00781,0.5999175906181335
784,51.86939,-28.47752,0.9682702422142029
785,51.8694,-28.61438,0.3165559768676758
786,51.86974,-28.95225,0.8840720057487488
787,51.86991666666667,-28.352841666666663,0.6826000213623047
788,51.87001,-29.03305,0.2841930389404297
789,51.8700833333333,-27.8968611111111,0.8055499792098999
790,51.87012,-28.64225,0.1953458935022354
791,51.87025,-28.68881,0.178422
792,51.8703,-28.96769,0.6132494211196899
793,51.87078,-28.5122,1.5357203483581543
794,51.8708,-28.41178,0.8375797867774963
795,51.8709166666667,-28.6443611111111,0.33000001311302185
796,51.87128,-28.66563,0.8534283638000488
797,51.87133,-28.73329,0.32949531078338623
798,51.871375,-28.5244166666667,3.9999998989515007e-05
799,51.87146,-28.58612,0.24863773584365845
800,51.87175,-28.48608,0.8353708982467651
801,51.87202,-28.44926,0.4509310722351074
802,51.87207,-28.41962,0.3795137405395508
803,51.8724166666667,-27.4833055555556,0.26330000162124634
804,51.87245,-29.22674,0.6840695738792419
805,51.87247,-29.27554,0.5467956066131592
806,51.87259,-28.50918,0.9228112101554871
807,51.87276,-28.5335,1.0975970029830933
808,51.87325,-29.22909,0.7358912229537964
809,51.87352,-29.22047,0.6750977039337158
810,51.87402,-28.62267,0.6893501281738281
811,51.87413,-28.42926,0.3022911548614502
812,51.87415,-29.19396,0.3387733995914459
813,51.8742083333333,-28.1431111111111,0.32308000326156616
814,51.87425,-29.07844,0.7975485324859619
815,51.87427,-28.44187,0.5547025799751282
816,51.87428,-29.20081,0.6855279207229614
817,51.87476,-28.95421,0.36787694692611694
818,51.87506,-29.08643,0.48542314767837524
819,51.87531,-28.45376,0.4395674467086792
820,51.87561,-29.09987,0.6543207764625549
821,51.87563,-29.169,0.9192334413528442
822,51.87572,-28.94354,0.34399673342704773
823,51.87593,-28.96496,0.4172936975955963
824,51.87601,-28.96162,0.432235449552536
825,51.8762083333333,-28.1981666666667,0.6278899908065796
826,51.87622,-28.40322,0.4418347179889679
827,51.87649,-28.56321,0.32190436124801636
828,51.87669,-29.21859,0.8770048022270203
829,51.87697,-29.17762,0.2780236005783081
830,51.87711,-28.5124,0.38892969489097595
831,51.8772,-29.22777,0.6668058037757874
832,51.87745,-28.49333,0.7900437712669373
833,51.87766,-28.41035,0.5250689387321472
834,51.87784,-29.23659,0.7239035367965698
835,51.87785,-28.43505,0.6913034915924072
836,51.8779,-29.22545,0.6864318251609802
837,51.87818,-29.18919,0.13370166718959808
838,51.87825,-29.02011,0.5980026721954346
839,51.8783,-29.28376,0.7155051231384277
840,51.87861,-28.47267,2.2674014568328857
841,51.87864,-28.56328,0.7066080570220947
842,51.87881,-28.98924,0.6389251351356506
843,51.87906,-28.49641,0.6304721832275391
844,51.87932,-29.17162,0.3428457975387573
845,51.87949,-29.28967,0.7424378395080566
846,51.87965,-28.93485,0.49554741382598877
847,51.87971,-29.03789,0.8161624670028687
848,51.87974,-29.00462,0.08591987192630768
849,51.87981,-29.1317,0.840045690536499
850,51.8799,-28.48186,0.15900227427482605
851,51.87996,-29.2397,0.22229988873004913
852,51.88021,-28.97204,0.6959770321846008
853,51.88026,-28.45975,0.5381444692611694
854,51.88034,-29.13506,0.8467026948928833
855,51.88035,-29.00783,0.3834531903266907
856,51.88041,-29.01429,0.8404392600059509
857,51.8805,-28.216161111111113,0.1289999932050705
858,51.880583333333334,-28.745277777777773,0.3416999876499176
859,51.88078,-29.14475,0.6314266920089722
860,51.88128,-29.10625,0.6600097417831421
861,51.88132,-28.41256,0.8230961561203003
862,51.88133,-28.62992,0.2410012036561966
863,51.88143,-29.09232,0.5026098489761353
864,51.8815833333333,-27.5653333333333,1.0202499628067017
865,51.88168,-28.42879,0.4485965371131897
866,51.88173,-28.94633,0.34103772044181824
867,51.88184,-29.10733,3.11667537689209
868,51.88206,-28.69603,0.5354175567626953
869,51.88226,-29.15815,1.0824376344680786
870,51.88257,-28.71964,0.7254167795181274
871,51.88264,-28.45468,0.2673547863960266
872,51.88272,-28.4172,0.30238568782806396
873,51.88288,-28.66766,0.24762895703315735
874,51.88337,-29.08925,0.5021077990531921
875,51.8835,-28.51197,0.38267749547958374
876,51.88357,-28.96672,0.43562448024749756
877,51.88371,-28.56621,0.3229432702064514
878,51.88383,-28.38857,0.6724791526794434
879,51.8839583333333,-27.9158055555556,0.854610025882721
880,51.88405,-28.61773,0.10421960800886154
881,51.88414,-29.16644,0.41170039772987366
882,51.88421,-29.09245,0.5031039118766785
883,51.88436,-29.16309,0.826065719127655
884,51.88456,-28.50023,0.4558909833431244
885,51.8847,-28.97599,0.8084509968757629
886,51.8847083333333,-28.0612777777778,0.12366999685764313
887,51.88484,-28.99234,0.8400577902793884
888,51.88511,-28.92275,0.7368383407592773
889,51.88516,-28.93398,0.7517773509025574
890,51.8852,-28.66331,0.2511095106601715
891,51.88531,-28.64999,0.6104171872138977
892,51.88549,-28.40149,0.4047946333885193
893,51.88558,-29.08442,0.49023857712745667
894,51.88584,-28.59346,0.33093422651290894
895,51.88618,-28.58103,0.946148693561554
896,51.8863333333333,-28.1695277777778,0.8050299882888794
897,51.88641,-29.00249,0.48839470744132996
898,51.88649,-28.98889,0.9959775805473328
899,51.88652,-28.94386,0.344192773103714
900,51.88655,-29.29226,0.7511762976646423
901,51.8865833333333,-27.5929444444444,0.5976099967956543
902,51.88713,-28.72841,0.38599902391433716
903,51.8872083333333,-28.0033888888889,0.12399999797344208
904,51.88762499999999,-28.972805555555556,0.5001999735832214
905,51.8877,-29.01932,0.8403940200805664
906,51.88807,-28.65511,0.6825138926506042
907,51.88826,-29.15232,0.8487961292266846
908,51.88852,-28.64268,0.8618772029876709
909,51.88902,-29.0344,0.723541259765625
910,51.88905,-28.92541,0.3878577947616577
911,51.88918,-28.38647,0.3980522155761719
912,51.88918,-29.09836,0.26754316687583923
913,51.88921,-28.46183,3.5392422676086426
914,51.88929,-28.6356,1.0020653009414673
915,51.88953,-29.14161,0.6242459416389465
916,51.88955,-28.38328,0.15795545279979706
917,51.88955,-28.59827,0.7627179026603699
918,51.88963,-26.88072,0.061618
919,51.88997,-29.13042,0.7139905691146851
920,51.89002,-29.14512,0.6606498956680298
921,51.89004,-28.57817,0.6257969737052917
922,51.89021,-29.13304,0.3947104215621948
923,51.89042,-29.93006,0.2321
924,51.89043,-29.19302,0.3186357319355011
925,51.89052,-28.70374,0.3603670597076416
926,51.8906666666667,-28.0242222222222,0.42013999819755554
927,51.89081,-28.4281,0.0622456856071949
928,51.89085,-28.35949,0.4324324429035187
929,51.89114,-29.04321,0.5464417338371277
930,51.89115,-28.51916,0.2987229526042938
931,51.8912,-29.08842,0.8363689184188843
932,51.89128,-28.44783,0.8608465194702148
933,51.89128,-28.4918,0.21400025486946106
934,51.89128,-28.93506,0.6014403104782104
935,51.8913,-28.48707,0.17380104959011078
936,51.89147,-28.69994,0.14725059270858765
937,51.8915,-28.18983,0.089385
938,51.8915416666667,-27.7559166666667,0.9084299802780151
939,51.89164,-28.70686,0.3493959605693817
940,51.89179,-28.95558,0.650226354598999
941,51.89248,-28.9526,0.6187160015106201
942,51.89255,-29.17589,0.4683433771133423
943,51.89255,-29.13539,0.5523475408554077
944,51.89275,-28.92992,0.46214592456817627
945,51.89277,-29.00345,0.8947909474372864
946,51.89279,-28.41096,0.815859317779541
947,51.89287,-28.47901,0.5472434759140015
948,51.8929,-29.16253,0.338259756565094
949,51.89304,-29.25624,0.25958237051963806
950,51.89313,-29.05027,0.9810425043106079
951,51.8935,-28.97842,0.723537027835846
952,51.89354,-29.0682,0.6631782054901123
953,51.8935833333333,-28.5496944444444,0.21740999817848206
954,51.89397,-28.97569,1.0250016450881958
955,51.89398,-28.69682,0.14681896567344666
956,51.89407,-29.1055,0.14648285508155823
957,51.89408,-28.43834,0.5277348756790161
958,51.89433,-28.98391,0.6008055210113525
959,51.89436,-28.57296,0.6982498168945312
960,51.89438,-28.49128,0.4540407061576843
961,51.89463,-28.68368,0.5075154304504395
962,51.89467,-28.59532,0.7821468114852905
963,51.89479,-28.53918,0.7568809986114502
964,51.89495,-29.12293,1.1066778898239136
965,51.895,-28.527,0.5998172163963318
966,51.89509,-28.92603,0.5303366780281067
967,51.89522,-28.94742,0.5478919744491577
968,51.89529,-28.40428,0.0617
969,51.89542,-29.28992,0.706750214099884
970,51.89546,-26.98489,0.128979
971,51.8955416666667,-28.40425,0.06182999908924103
972,51.89563,-28.95811,0.5341885089874268
973,51.89574,-28.46567,0.25113269686698914
974,51.89577,-28.60379,0.6311464309692383
975,51.89578,-28.91901,0.9316497445106506
976,51.8958,-29.233,0.45622169971466064
977,51.89583,-28.42572,0.6552979350090027
978,51.89595,-29.2977,0.1297626793384552
979,51.89603,-29.23889,0.44638413190841675
980,51.89607,-28.67374,0.6840242743492126
981,51.8960833333333,-28.1103888888889,0.2404399961233139
982,51.89611,-28.95601,0.13187600672245026
983,51.89613,-29.2805,0.6610809564590454
984,51.89615,-28.55348,0.11080219596624374
985,51.89616,-28.60905,0.6805912852287292
986,51.89621,-28.99942,0.5031287670135498
987,51.89626,-28.62007,1.002468466758728
988,51.89641,-29.30861,0.480974942445755
989,51.89647,-29.24886,0.2287309467792511
990,51.89655,-28.61476,0.900908350944519
991,51.89659,-29.00367,0.483644038438797
992,51.89687,-29.06544,0.1182304248213768
993,51.8969583333333,-27.5141666666667,3.9999998989515007e-05
994,51.89722,-28.69921,0.9559857845306396
995,51.89723,-28.58681,0.06099981814622879
996,51.89743,-29.24025,0.3794494867324829
997,51.89743,-29.16645,0.27795302867889404
998,51.89746,-28.80939,0.061514
999,51.89783333333334,-28.790638888888886,0.44510000944137573
1000,51.89804,-28.63018,0.15934258699417114
1001,51.89808,-26.84217,0.204068
1002,51.89829,-28.96114,0.13404
1003,51.8983,-29.01593,0.5936652421951294
1004,51.89846,-27.20206,0.057809
1005,51.89856,-28.3984,0.29057249426841736
1006,51.89861,-29.25674,0.17773517966270447
1007,51.89869,-28.96107,0.13187119364738464
1008,51.89911,-28.43859,0.8589420318603516
1009,51.89969,-28.93799,1.0074878931045532
1010,51.89975,-26.94669,0.148948
1011,51.89983,-29.1792,0.4538441598415375
1012,51.89994,-28.48215,0.39478638768196106
1013,51.89996,-28.6411,0.8923801183700562
1014,51.90023,-29.2172,0.28217753767967224
1015,51.90058,-27.26025,0.142563
1016,51.90072,-29.13654,0.24349422752857208
1017,51.9008,-28.97888,0.41055193543434143
1018,51.90093,-28.55746,0.9703889489173889
1019,51.90115,-28.53081,0.0630655512213707
1020,51.90125,-29.02213,0.47237494587898254
1021,51.90138,-28.64916,0.1442248821258545
1022,51.90152,-28.96378,0.4994485676288605
1023,51.90171,-28.37848,0.8795384168624878
1024,51.90176,-28.59595,0.21592804789543152
1025,51.90198,-28.62621,0.3287285566329956
1026,51.90215,-28.35713,0.09481434524059296
1027,51.90215,-29.26401,0.3951890468597412
1028,51.90222,-29.20514,1.13865065574646
1029,51.90231,-29.21215,0.7684981822967529
1030,51.90239,-29.12761,0.2326349914073944
1031,51.90239,-29.06105,0.44504648447036743
1032,51.90256,-28.47792,0.4315953850746155
1033,51.90259,-29.06849,0.11565819382667542
1034,51.90268,-28.92026,0.48861604928970337
1035,51.90284,-28.51492,0.405029833316803
1036,51.90288,-28.96562,0.5960726141929626
1037,51.9029166666667,-27.7031944444444,0.4448300004005432
1038,51.90308,-29.01103,0.8101063370704651
1039,51.90323,-29.0277,0.6455402970314026
1040,51.90327,-29.09887,0.8319683074951172
1041,51.90332,-28.92622,0.608540415763855
1042,51.90345833333333,-28.1345,0.21580000221729279
1043,51.90348,-29.05587,0.3824467658996582
1044,51.9035,-29.19688,0.9233191013336182
1045,51.90364,-29.10008,0.2330952137708664
1046,51.90384,-28.36352,1.0151034593582153
1047,51.904,-29.10704,0.4848480224609375
1048,51.904,-29.17206,0.6471281051635742
1049,51.90424,-28.94717,0.5518429279327393
1050,51.9044,-28.53705,0.18046484887599945
1051,51.90445,-28.44708,0.8613265752792358
1052,51.90484,-29.28013,0.02265489473938942
1053,51.90493,-28.94063,0.140696182847023
1054,51.90536,-29.026,0.46301618218421936
1055,51.90555,-28.99408,0.5142569541931152
1056,51.90557,-28.97217,0.8151262998580933
1057,51.90562,-29.15052,1.9937834739685059
1058,51.9059,-29.01369,0.5922378301620483
1059,51.90594,-28.93797,0.6247904300689697
1060,51.90626,-28.60108,0.09151773154735565
1061,51.9065,-28.37278,0.43390291929244995
1062,51.90663,-28.6328,0.2639419436454773
1063,51.90666,-29.27031,0.6760222911834717
1064,51.90673,-29.18211,0.6704546213150024
1065,51.90725,-28.025,1.1774
1066,51.90725,-28.98537,0.5104773640632629
1067,51.90738,-28.37243,0.4237765669822693
1068,51.90746,-28.59908,0.156824
1069,51.90749,-28.5017,0.5452067255973816
